name|code|address|phone_number|region|lat|lng
Yaypan shaxar PAB|151800|Farg'ona viloyati,O'zbekiston tumani,Yaypan sh,Turkiston ko'chasi 130 uy|(73)-539-31-95|Farg'ona viloyati|40.381915|70.811229
O'zbekiston tumani Yaypan-1 A/B|151801|Farg'ona viloyati,O'zbekiston tumani,Yaypan shahri,Turkiston ko'chasi 230 uy|(73)-539-18-47|Farg'ona viloyati|40.370072|70.815501
O'zbekiston tumani Do'stlarobod A/B|151808|Farg'ona viloyati,O'zbekiston tumani,Тuyul MFY,Do'stlarobod ko'chasi|(73)-539-26-42|Farg'ona viloyati|40.350126|70.797422
O'zbekiston tumani Qushqo'noq A/B|151811|Farg'ona viloyati,O'zbekiston tumani,Dasht mahalla||Farg'ona viloyati|40.400627|70.845048
O'zbekiston tumani Qaynar A/B|151806|Farg'ona viloyati,O'zbekiston tumani,Tovush mahalla,Bunyodkor ko'chasi|(95)-400-22-36|Farg'ona viloyati|40.475909|70.914091
O'zbekiston tumani Oxmachit A/B|151816|Farg'ona viloyati,O'zbekiston tumani,Islom qishloq'i,Mustaqillik ko'chasi||Farg'ona viloyati|40.386499|70.789134
O'zbekiston tumani Nursux A/B|151813|Farg'ona viloyati,O'zbekiston tumani,Nursux MFY,Qaqir 1 ko'chasi||Farg'ona viloyati|40.366686|70.749646
O'zbekiston tumani Do'ngsaroy A/B|151805|Farg'ona viloyati,O'zbekiston tumani,Nurli kelajak MFY,Do'stlik ko'chasi||Farg'ona viloyati|40.463139|70.863028
O'zbekiston tumani Qizil-qaqir A/B|151809|Farg'ona viloyati,O'zbekiston tumani,shakarobod MFY,Mustaqillik ko'chasi||Farg'ona viloyati|40.348984|70.820992
O'zbekiston tumani Qaqir A/B|151807|Farg'ona viloyati,O'zbekiston tumani,Dahana qaqir qishloq'i|(73)-539-15-69|Farg'ona viloyati|40.332311|70.781242
O'zbekiston tumani Tagob A/B|151819|Farg'ona viloyati,O'zbekiston tumani,Katta tagob MFY,Ziyolilar ko'chasi|(73)-539-65-17|Farg'ona viloyati|40.351938|70.747029
O'zbekiston tumani Mingtut A/B|151812|Farg'ona viloyati,O'zbekiston tumani,Mingtut MFY,Mingtut ko'chasi||Farg'ona viloyati|40.499568|70.974656
O'zbekiston tumani Yakkatut A/B|151815|Farg'ona viloyati,O'zbekiston tumani,Yakkatut MFY,Mustaqillik ko'chasi 57 uy|(95)-402-72-12|Farg'ona viloyati|40.441043|70.883967
O'zbekiston tumani Ovchi A/B|151814|Farg'ona viloyati,O'zbekiston tumani,Ovchi MFY,katta ko'cha|(95)-404-36-41|Farg'ona viloyati|40.502399|70.946889
Yangiqurg'on tumani РАВ|151900|Farg'ona viloyati., Buvayda tumani, Chustiy ko‘chа. 1 uy|(73)-529-12-40|Farg'ona viloyati|40.556135|71.141104
Buvayda tumani Qo'rg'onobod А/В|151909|Farg'ona viloyati., Buvayda tumani, Qurgonobod qishloq'i|(95)-403-59-16|Farg'ona viloyati|40.601789|71.201677
Buvayda tumani Bachqir А/В|151901|Farg'ona viloyati., Buvayda tumani, Bachqir qishloq'i|(95)-403-36-43|Farg'ona viloyati|40.602028|71.162807
Buvayda tumani Poshopirim А/В|151913|Fargona viloyati., Buvayda tumani, Poshshopirim qishloq'i|(95)-402-20-96|Farg'ona viloyati|40.627983|71.173425
Buvayda tumani Oqqo'rg'on А/В|151912|Farg'ona viloyati., Buvayda tumani, Nayman qishloq'i|(95)-403-59-18|Farg'ona viloyati|40.607671|71.105147
Buvayda tumani Buvayda А/В|151903|Farg'ona viloyati., Buvayda tumani, Buvayda qishloq'i|(95)-403-36-42|Farg'ona viloyati|40.633535|71.080717
Ronon tumani PAB|151400|Sux k tumani, Istiqlol MFY|(73)-4625040|Farg'ona viloyati|39.969574|71.129805
Sux tumani Lemburg А/В|151402|Sux k tumani, Lemburg MFY||Farg'ona viloyati|40.070267|71.099296
Sux tumani Sarikanda А/В|151403|Sux k tumani, Hazrati ali MFY||Farg'ona viloyati|39.945554|71.095593
Sux tumani Tul А/В|151404|Sux k tumani, Soxibkor MFY|(95)-402-21-18|Farg'ona viloyati|40.123024|71.079883
Sux tumani Xushyar А/В|151405|Sux k tumani, Xushyar MFY||Farg'ona viloyati|39.901546|71.062506
Sux tumani Chumoqchi А/В|151406|Sux k tumani., Mulgon MFY|(95)-404-53-04|Farg'ona viloyati|39.945107|71.153936
Marg'ilon shahar PAB|151100|Margilan shahri Mustaqillik ko'chasi 221a uy|(73-253-33-85|Farg'ona viloyati|40.483409|71.721463
Marg'ilon shahar 3-son A/B|151103|Margilan shahri B Margiloniv ko'chasi 8/17 uy|(73)-253-01-67|Farg'ona viloyati|40.47216|71.75747
Marg'ilon shahar 8-son A/B|151108|Margilan shahri tinchlik ko'chasi 240 uy 29xona|(73)-253-95-64|Farg'ona viloyati|40.468069|71.734442
Marg'ilon shahar13-son A/B|151113|Margilan shahri Y Fargona ko'chasi 33/1 uy|(73)-253-54-99|Farg'ona viloyati|40.43237|70.71807
Quva shahar PAB|150800|Farg'ona viloyati Quva tumani Kaykubod ko'chasi 135-uy|(73)-315-00-54|Farg'ona viloyati|40.526107|72.069011
QUVA tumani Quva-2 A/B|150802|Farg'ona viloyati Quva tumani Temiryolchilar kuchasi 10 uy||Farg'ona viloyati|40.559146|72.073736
QUVA tumani Akbarobod A/B|150806|Farg'ona viloyati Quva tumani Akbarobod qishloq'i||Farg'ona viloyati|40.518934|71.920822
QUVA tumani Boshpaxta A/B|150809|Farg'ona viloyati Quva tumani Boshpaxta qishloq'i||Farg'ona viloyati|40.543787|72.093641
QUVA tumani Dexqonobod A/B|150811|Farg'ona viloyati Quva tumani Dexqonobod qishloq'i||Farg'ona viloyati|40.533926|71.990647
QUVA tumani Yongok-tagi A/B|150812|Farg'ona viloyati Quva tumani Qorashox qishloq'i|(95) 404-36-23|Farg'ona viloyati|40.537665|72.016764
QUVA tumani Mingchinor A/B|150814|Farg'ona viloyati Quva tumani Begat qishloq'i|(95) 400-22-38|Farg'ona viloyati|40.494669|72.035304
QUVA tumani Terak-tagi A/B|150818|Farg'ona viloyati Quva tumani Mozor-tagi qishloq'i|(95) 402-21-19|Farg'ona viloyati|40.519274|72.037097
QUVA tumani O'rаboshi A/B|150819|Farg'ona viloyati Quva tumani Uraboshi qishloq'i|(95)404-36-18|Farg'ona viloyati|40.504826|72.101149
QUVA tumani Yangi qishloq A/B|150821|Farg'ona viloyati Quva tumani Yuqori Qurgoncha qishloq'i||Farg'ona viloyati|40.578939|72.025359
Yozyovon tumani PAB|150600|Farg'ona viloyati Yozyovon tumani Mustaqillik ko’chasi 42|73-412-18-60|Farg'ona viloyati|40.662666|71.74112
Yozyovon tumani Qatortol A/B|150604|Farg'ona viloyati Yozyovon tumani Qatortol qishloq'i, Bobur ko'chasi, 10||Farg'ona viloyati|40.61788|71.72202
Yozyovon tumani Xonobod A/B|150608|Farg'ona viloyati Yozyovon tumani Xonobod qishloq'i, X,Olimjon ko'chasi, 1||Farg'ona viloyati|40.63293|71.74774
Yozyovon tumani Bo’tqachi A/B|150601|Farg'ona viloyati Yozyovon tumani Qorasoy qishloq'i, Navruz ko'chasi, 14||Farg'ona viloyati|40.61419|71.79217
Yozyovon tumani Qoratepa A/B|150606|Farg'ona viloyati Yozyovon tumani Qoratepa qishloq'i, Katta ariq ko'chasi, 1||Farg'ona viloyati|40.61232|71.83521
Qushtepa tumani Qora-qushchi PUB|151000|Soxibkor MFY Soxibkor 74 uy|73-422-53-95|Farg'ona viloyati|40.476886|71.65093
Qushtepa tumani Eshonguzar A/B|151015|Eshonguzar MFY Yangimaxalla kochasi|95-402-20-51|Farg'ona viloyati|40.45741|71.69453
Qushtepa tumani Qumtepa A/B|151007|Qumtepa MFY Margiloniy 98 uy|73-422-20-18|Farg'ona viloyati|40.46166|71.67678
Qushtepa tumani Gishmon A/B|151004|Namuna MFY Voris 57 uy||Farg'ona viloyati|40.46507|71.64001
Qushtepa tumani Qorajiyda A/B|151006|Xalq abod MFY Qorajiyda 16 uy|73-422-11-86|Farg'ona viloyati|40.4927|71.60579
Qushtepa tumani Langar A/B|151001|shodlik MFY shoftolibog 6 uy|73-425-13-61|Farg'ona viloyati|40.526311|71.656555
Qushtepa tumani Yangiariq A/B|151016|Yangiariq MFY Nufush 65 uy|73-425-18-20|Farg'ona viloyati|40.54534|71.65232
Qushtepa tumani Paxtakor A/B|151012|Borot MFY Forovonlik kochasi||Farg'ona viloyati|40.56831|71.71907
Qushtepa tumani Loyson A/B|151010|Loyson MFY Mulkobot kochasi|95-402-21-34|Farg'ona viloyati|40.53635|71.70452
Qushtepa tumani Oqchi A/B|151014|Oqchi MFY Qumariq 18 uy|95-404-59-31|Farg'ona viloyati|40.48459|71.69186
Andijon 2 A/B|170102|Xidiraliyev ko'chasi 15 uy|916077866|Andijon viloyati|40.791258|72.348341
Andijon 4 A/B|170104|Cholponshoh ko'chasi 26 uy|974722290|Andijon viloyati|40.76173|72.337156
Andijon 7 A/B|170107|Oqrovvot MFY||Andijon viloyati|40.799629|72.320763
Andijon 12 A/B|170112|S.Ayniy ko'chasi 1 uy|912888342|Andijon viloyati|40.771102|72.377374
Andijon 16 A/B|170116|Qo'shariq ko'chasi 26/1|979917810|Andijon viloyati|40.811383|72.337162
Andijon 18 A/B|170118|O'zbekiston ko'chasi 19 uy|975810220|Andijon viloyati|40.78593|72.316125
Andijon 19 A/B|170119|Boburshox ko'chasi 2 uy|975843313|Andijon viloyati|40.769099|72.341493
Andijon 20 A/B|170120|Cho'lpon shox ko'chasi 9 uy|999101145|Andijon viloyati|40.788598|72.35065
Andijon 21 A/B|170121|2-kichik daxa 24 uy 3|916195552|Andijon viloyati|40.746681|72.345327
Andijon 23 A/B|170123|D.Eshon ko'chasi 6 uy||Andijon viloyati|40.759192|72.376071
Andijon 26 A/B|170126|Toshkent ko'chasi 3 uy|902562770|Andijon viloyati|40.748137|72.362941
Andijon 27 A/B|170127|shimoliy k/d 35/1|914842006|Andijon viloyati|40.802297|72.335027
Andijon 31 A/B|170131|A.Navoiy shox ko'chasi 126 uy|905450076|Andijon viloyati|40.781339|72.350581
Andijon 32 A/B|170132|1 kichiq daxa 21 uy|999066655|Andijon viloyati|40.745773|72.33617
Andijon 34 A/B|170134|3 kichik daxa|914915166|Andijon viloyati|40.744138|72.355547
Andijon 38 A/B|170138|Urganch ko'chasi 1 uy|902541677|Andijon viloyati|40.714654|72.382644
Kuyganyor A/B|170600|S.Raximov ko'chasi 1 uy|906244145|Andijon viloyati|40.855786|72.309879
Oq-yor A/B|170613|Yuksalish ko'chasi 247 uy|993277052|Andijon viloyati|40.848453|72.32242
Ekin tikin A/B|170622|Eki tikin MFY O'rikzor 1 uy|916070663|Andijon viloyati|40.794071|72.382952
Ayrilish A/B|170601|Yorboshi MFY Ayrilish 172|906224358|Andijon viloyati|40.810535|72.366931
Konchi A/B|170611|Ko'nji MFY Qo'sh anxor 14 uy|901481360|Andijon viloyati|40.721324|72.320466
Zauroq A/B|170608|Zauroq maxhallasi 145 uy|914974383|Andijon viloyati|40.733728|72.422148
Bo'taqara A/B|170603|Bo'taqara mahallasi 51 uy|905724696|Andijon viloyati|40.845408|72.421557
Begobod A/B|170602|Begobod MFY begobod ko'cha|941020803|Andijon viloyati|40.763698|72.452063
Orol A/B|170614|Orol MFY Orol ko'chasi 12 uy|934431647|Andijon viloyati|40.881685|72.505212
Xrabek A/B|170620|Guliston MFY Xrabek ko'chasi|902103086|Andijon viloyati|40.755619|72.459169
Pistamozor A/B|170616|Xakan MFY Pistamozor ko'chasi|902532093|Andijon viloyati|40.729157|72.37589
Gumbaz A/B|170605|Gumbaz MFY Gumbaz ko'chasi 38 uy|902114818|Andijon viloyati|40.729377|72.349145
Oltinko'l A/B|171000|Oltinkol MFY Chinobod ko'chasi 12 uy|936992074|Andijon viloyati|40.801906|72.158528
Qo'shtepa Saroy A/B|171007|O'rtamaxalla MFY Bozormatov k 1|944376433|Andijon viloyati|40.824791|72.024026
Oqtepasaroy A/B|171011|Oqtepasaroy MFY Birlashgan k 6 uy|916000193|Andijon viloyati|40.799867|72.111527
Ko'makay A/B|171006|Uyshim maxallasi 15 uy|944344162|Andijon viloyati|40.789953|72.26075
O'rtaariq A/B|171013|O'rtaariq MFY Olmazor ko'chasi|993265016|Andijon viloyati|40.74748|72.103571
Qayirma A/B|171005|Qayirma MFY Temirxo'ja maxalla 26 uy|993265016|Andijon viloyati|40.754713|72.219646
Dalvarzin A/B|171003|Dalvarzin MFY Yangi chek ko'chasi 57 uy|902118867|Andijon viloyati|40.77264|72.302079
Suvyulduz A/B|171012|ORS MFY|999915644|Andijon viloyati|40.807775|72.278636
Maslaxat A/B|171009|Maslaxat MFY Madaniy mexnat ko'cha|975806272|Andijon viloyati|40.798321|72.211504
Pachtamt A/B|170300|Baliqchi tumani Avesto MFYI Hudoyberdiev 8 uy|94-564-47-30|Andijon viloyati|40.900642|71.853761
Gorovon A/B|170302|Baliqchi tumani Gorovon MFY|93- 782-28-58|Andijon viloyati|40.912451|71.881644
Boston A/B|170301|Baliqchi tumani Ormonbek MFY|99-328-78-41|Andijon viloyati|40.875874|71.957395
Olimbek A/B|170311|Baliqchi tumaniIstiqlol MFY|91-182-41-05|Andijon viloyati|40.843631|71.949988
Mirzaboshchek A/B|170308|Baliqchi tumani Barkamol MFY|93-241-88-21|Andijon viloyati|40.876681|71.917011
Haqiqat A/B|170317|Baliqchi tumani Turkiston MFY|90-571-62-09|Andijon viloyati|40.906504|71.974341
Chinobod A/B|170306|Baliqchi tuman iIftihor MFY|93-416-37-51|Andijon viloyati|40.875592|71.979044
Qiyali A/B|170318|Baliqchi tumaniToda MFY|93-426-00-61|Andijon viloyati|40.874765|71.95657
Qahramon A/B|170305|Baliqchi tumani Olmas MFY|91-475-86-73|Andijon viloyati|40.878967|72.0777556
Dogiston A/B|170303|Baliqchi tuman Yuzchinor MFY|99-485-18-55|Andijon viloyati|40.847864|72.071596
Siza A/B|170314|Baliqchi tumani Tulkiobod MFY|99-649-12-30|Andijon viloyati|40.853837|72.130164
Oq oltin A/B|170900|Ulugnor tumani shahriobod MFY|93-259-62-70|Andijon viloyati|40.74281|71.700547
Dostlik A/B|170901|Ulugnor tumaniMingbuloq MFY|93-631-06-11|Andijon viloyati|40.749318|71.713497
Oq tom A/B|170905|Ulugnor tumaniOq tom MFY|99-908-32-80|Andijon viloyati|40.747437|71.708551
Cholobod A/B|170907|Ulugnor tumaniCholobod MFY|93-447-40-49|Andijon viloyati|40.745824|71.717413
Yangiobod A/B|170908|Ulugnor tumani Uchko'pirik MFY|94-382-21-91|Andijon viloyati|40.744813|71.717971
Qo'rg'ontepa A/B|170700|Qo'r'gontepa tumani Mustaqillik ko'cha 46-uy|(74)-723-11-61|Andijon viloyati|40.724377|72.761021
Mustaqillik A/B|170711|Qo'r'gontepa tumani Mustaqillik ko'chasi 49-uy|93-447-44-10|Andijon viloyati|40.721069|72.810641
Dardoqtepa A/B|170706|Qo‘rg‘ontepa tumani Dardoqtepa MFY Tabobat 7-uy|99-488-63-65|Andijon viloyati|40.793845|72.827735
Dardoq A/B|170705|Qo‘rg‘ontepa tumani Nodira MFY Nodira ko‘cha 10-uy|91-479-09-69|Andijon viloyati|40.741542|72.655187
Chimyon A/B|170716|Qo‘rg‘ontepa tumani Turon Zamin MFY Jaxon ko‘chasi|97-582-06-22|Andijon viloyati|40.772197|72.889504
Sultonobod A/B|170714|Qo‘rg‘ontepa tumani Buyuk Turon MFY Olmota ko‘chasi|91-291-74-34|Andijon viloyati|40.766253|72.977289
Honobod A/B|171500|Xonobod sh Ziyokor ko‘chasi|74-734-42-56|Andijon viloyati|40.802884|72.98825
Honobod 3 A/B|171503|Xonobod sh Mustaqqilik MFY Yuksalish ko‘chasi|97-99-49-70|Andijon viloyati|40.802885|72.988251
Honobod 1 A/B|171501|Xonobod shaxar Ziyokor ko‘cha|94-435-55-39|Andijon viloyati|40.718213|72.761144
Qorasuv A/B|170708|Qorasuv sh Boburshox ko‘chasi|99-695-67-78|Andijon viloyati|40.728633|72.885801
G‘ayratobod A/B|170704|Uchqun MFY Favora ko‘chasi 60-uy|99-060-40-75|Andijon viloyati|40.744022|72.713844
Paxtachi A/B|170713|Qo‘rg‘ontepa tumani Ustoz MFY Ustoz ko‘chasi|74-723-29-52|Andijon viloyati|40.751489|72.760938
Birlashgan 1 A/B|170701|Qo‘rg‘ontepa tumani Birlik MFY|97-990-26-72|Andijon viloyati|40.696639|72.780848
Yorqishloq A/B|171103|Jalaquduq tumani Toshxovuz MFY|91-488-15-16|Andijon viloyati|40.618853|72.724494
Qadaqsin A/B|171107|Jalaquduq tumani Beshtol MFY Beshtol MFY|90-545-77-03|Andijon viloyati|40.615659|72.700973
Ohunboboev A/B|171100|Jalaquduq tumani Ixtidor ko‘chasi 37-uy|74-755-1-460|Andijon viloyati|40.717574|72.641005
Kapa A/B|171106|Jalaquduq tumani Qorayantoq MFY Korayantoq ko‘chasi 17-o‘y|74-202-56-57|Andijon viloyati|40.698516|72.530661
Janubiy Olamushuk A/B|171105|Jalaquduq tumani Janubiy olamushuk sh FY Birlik ko‘cha 9-uy|99-907-21-93|Andijon viloyati|40.75621|72.60987
Teshiktosh A/B|171114|Jalaquduq tumani Teshiktosh Uzun ko‘chasi MFY Kattayo‘l ko‘chasi|97-997-88-56 95-203-18-36|Andijon viloyati|40.741542|72.655187
Oyim A/B|171112|Jalaquduq tumani Oyim, O‘zbekiston MFY Mangulik ko‘chasi 25-uy|74-754-43-47|Andijon viloyati|40.823844|72.740878
Choanqa A/B|171116|Jalaquduq tumani Aqcha MFY Andijon ko‘chasi|94-562-73-03|Andijon viloyati|40.806061|72.974671
Abdulla A/B|171101|Jalaquduq tumani abdullabiy MFY abdullabiy ko‘chasi|99-902-13-69|Andijon viloyati|40.741317|72.65502
Asaka TPAB|170200|Asaka tumani Soxil bo'yi ko'chasi 6-uy|(74)-232-31-41|Andijon viloyati|40.64658|72.233547
Mirzaobod A/B|170212|Asaka tumani Xonaqa MFY Xonaqa ko'chasi|97-993-48-89|Andijon viloyati|40.662473|72.233326
Qipchoq A/B|170209|Asaka tumani Qipchoq MFY|93-440-48-56|Andijon viloyati|40.740046|72.20497
Axtachi A/B|170203|Asaka tumani Axtachi MFY|99-831-12-89|Andijon viloyati|40.70483|72.26949
Oloqonot A/B|170216|Asaka tumani Oloqonot MFY|93-244-19-48|Andijon viloyati|40.680479|72.251481
Chorbog' A/B|170219|Asaka tumani Saydobod MFY|97-994-18-20|Andijon viloyati|40.619677|72.313463
Do'rman A/B|170206|Asaka tumani Bo'zariq MFY|97-581-19-81|Andijon viloyati|40.595961|72.192444
Niyozbotir A/B|170213|Asaka tumani Niyozbotir MFY|97-580-76-74|Andijon viloyati|40.587976|72.183205
Qoratepa A/B|170210|Asaka tumani Qora tepa MFY|91-173-93-37|Andijon viloyati|40.604064|72.133724
Qayrag'och A/B|170208|Asaka tumani Qayrag'och MFY Qorasuv kocha|93-781-86-18|Andijon viloyati|40.615402|72.179228
Ozod A/B|170214|Asaka tumaniOzod MFY|93-061-69-29|Andijon viloyati|40.631662|72.172592
Kujgan A/B|170211|Asaka tumaniKujgan MFY Qassob ko'chasi 23-uy|90-210-27-42|Andijon viloyati|40.642715|72.21443
Asaka-2 A/B|170202|Asaka tumani Vokzal ko'chasi|97-236-06-77|Andijon viloyati|40.655393|72.205851
Oqbo'yra A/B|170215|Asaka tumani Oqbo'yra MFY|94-388-18-72|Andijon viloyati|40.678107|72.192426
O'qchi A/B|170812|Marxamat tumani O'qchi MFY|90-527-92-98|Andijon viloyati|40.604746|72.338147
Xo'jaariq A/B|170813|Marxamat tumani Qoraqo'rg'on MFY|90-210-82-11|Andijon viloyati|40.556967|72.344215
Qovunchi A/B|170805|Marxamat tumani Qovunchi MFY Ponsot ko'cha 2 uy|90-541-68-00|Andijon viloyati|40.55806|72.361373
Yangiqishloq A/B|170815|Marxamat tumani Yangiqishloq MFY|95-202-01-33|Andijon viloyati|40.532019|72.252793
Marxamat A/B|170800|Marxamat tumani Mustaqillik ko‘cha 60-uy|74-391-23-03|Andijon viloyati|40.505479|72.333985
Marxamat-1 A/B|170801|Marxamat tumani Dukchi eshon MFY|90-571-16-88|Andijon viloyati|40.497389|72.331742
Qushchi A/B|170808|Marxamat tumani Xakka MFY Fayzaobod kocha 73-uy|90-144-73-07|Andijon viloyati|40.518797|72.30618
shukurmergan A/B|170814|Marxamat tumani shukurmergan MFY|90-147-49-79|Andijon viloyati|40.505497|72.279154
Polvontosh A/B|170810|Marxamat tumani Polvontosh MFY|99-909-56-51|Andijon viloyati|40.486862|72.189877
Paxtaobod TPAB|171300|Paxtaobod sh Oltinyol ko'chasi 111|74-711-12-72|Andijon viloyati|40.926033|72.489445
Paxtaobod -1 A/B|171301|Paxtaobod tumani Cangraobod MFY|74-711-11-97|Andijon viloyati|40.916497|72.51771
Paxtaobod -3 A/B|171303|Paxtaobod sh A Temur ko'chasi 2 uy|74-711-17-01|Andijon viloyati|40.919564|72.537811
Paxtaobod -4 A/B|171304|Paxtaobod sh Muazimboy ko'chasi|74-711-24-47|Andijon viloyati|40.961666|72.382792
Uygur A/B|171317|Paxtaobod tumani Guzar MFY|95-203-36-17|Andijon viloyati|40.972935|72.467723
Avushqa A/B|171314|Paxtaobod tumani Teraktagi MFY||Andijon viloyati|40.94666|72.515392
Yolgizbog A/B|171308|Paxtaobod tumani Yolgizbog MFY||Andijon viloyati|40.943297|72.510006
Madaniyat A/B|171313|Paxtaobod tumani Toshqorgon MFY||Andijon viloyati|40.927977|72.51728
Uchkoza A/B|171318|Paxtaobod tumani Fayziobod MFY||Andijon viloyati|40.948375|72.440049
Omonjora A/B|171315|Paxtaobod tumani Axillik MFY||Andijon viloyati|40.902005|72.550082
Ittifoq A/B|171310|Paxtaobod tumani Obod MFY||Andijon viloyati|40.918522|72.45942
Boston A/B|171305|Paxtaobod tumani Navnxol MFY||Andijon viloyati|40.96462|72.380077
Paytug A/B|171200|Izboskan tumani Paytug sh., Tosh kocha, 1|74-312-22-99|Andijon viloyati|40.896525|72.24843
Qizil koprik A/B|171209|Izboskan tumani Ortaqishloq MFY|95-203-36-16|Andijon viloyati|40.889421|72.320615
Chuvama A/B|171217|Izboskan tumani Chuvama qishloqi|74-315-31-54|Andijon viloyati|40.916705|72.359372
Shermatobod A/B|171219|Izboskan tumani Guzar MFY|74-312-50-99|Andijon viloyati|40.884353|72.190293
Moygir A/B|171212|Izboskan tumani Barxayot MFY||Andijon viloyati|40.854351|72.246641
Yakkatut A/B|171220|Izboskan tumani Yangiavlod MFY||Andijon viloyati|40.85945|72.172217
Tuyachi A/B|171216|Izboskan tumani Tuyachi MFY||Andijon viloyati|40.889491|72.32071
Namuna A/B|171214|Izboskan tumani Rovot MFY||Andijon viloyati|40.90496|72.24734
Navroz A/B|171201|Izboskan tumani Markaz MFY||Andijon viloyati|40.895919|72.248099
Dexqonobod A/B|171202|Izboskan tumani Oybek MFY|74-321-28-81|Andijon viloyati|40.890573|72.247372
Qoroyontoq A/B|171210|Izboskan tumani Qoroyontoq MFY||Andijon viloyati|40.929025|72.414785
Сhongbogich A/B|171218|Izboskan tumani Birlashgan MFY||Andijon viloyati|40.900157|72.221675
Shahrixon A/B|171600|Shahrixon tumani ul. shox ko'chasi .42|(74)-342-25-50|Andijon viloyati|40.71205|72.053468
Nazarmahram A/B|171610|Shahrixon tumani Nazarmahram-kegan sh MFY|99-345-30-68|Andijon viloyati|40.672557|72.065587
Bobochek A/B|171603|Shahrixon tumani Bobochek MFY|90-571-79-73|Andijon viloyati|40.662292|72.037333
Naynavo A/B|171612|Shahrixon tumani Naynavo MFY|94-103-97-85|Andijon viloyati|40.634878|72.068993
Chuja A/B|171617|Shahrixon tumani Chuja MFY|99-999-93-31|Andijon viloyati|40.660343|72.083275
Nayman A/B|171611|Shahrixon tumani Nayman MFY|93-061-10-47|Andijon viloyati|40.655195|72.142809
Toshtepa A/B|171616|Shahrixon tumani Toshtepa MFY|74-734-42-56|Andijon viloyati|40.684241|72.130811
Ortish A/B|171613|Shahrixon tumani Ortish MFY||Andijon viloyati|40.702331|72.145074
Kozikurgan A/B|171608|Shahrixon tumani Kozikurgan MFY|93-241-00-36|Andijon viloyati|40.716974|72.089082
Sokobod A/B|171614|Shahrixon tumani Sahiobad MFY|94-434-66-45|Andijon viloyati|40.754424|72.059393
Abdubiy A/B|171601|Shahrixon tumani Abdubiy MFY|97-964-77-19|Andijon viloyati|40.750582|71.992357
Saroy A/B|171615|Shahrixon tumani Saroy MFY|94-494-71-64|Andijon viloyati|40.724607|72.031797
Boz A/B|170400|Bo'stonskiy r-n,P/Buz yl, A.Ikromov 4|74-333-11-49|Andijon viloyati|40.687455|71.917756
Y.shodmonov A/B|170407|Bo'ston tumani Dehkanobod MFY|93-064-80-67|Andijon viloyati|40.685556|71.91344
Xovos A/B|170406|Bo'ston tumani Guliston MFY|93-241-53-00|Andijon viloyati|40.746002|71.891827
Jiydakator A/B|170402|Bo'ston tumani Yngi qishloq MFY|94-564-62-77|Andijon viloyati|40.636626|71.982449
Durmoncha A/B|170401|Bo'ston tumani Durmoncha MFY|94-431-40-67|Andijon viloyati|40.646201|71.916124
M.Jalolov A/B|170404|Bo'ston tumani Sariqjuga MFY|91-603-98-57|Andijon viloyati|40.74557|71.89121
Xo'jaobod A/B|171400|Xo'jaobod tumani Andijon MFY Uzun ko'cha 1-uy|74-741-12-30|Andijon viloyati|40.670649|72.559124
Ko'prik boshi A/B|171404|Xo'jaobod tumani Birlashgan MFY Sahovat ko'cha 12-uy|90-626-06-62|Andijon viloyati|40.674672|72.497105
Sanoatchilar A/B|171403|Xo'jaobod tumani Sanoanchilar MFY O'zbekistob ko'cha 30-uy|90-545-65-23|Andijon viloyati|40.642014|72.606807
Manak A/B|171406|Xo'jaobod tumani Manak MFY Oltinmeros ko'cha 12-uy|91-484-83-43|Andijon viloyati|40.605345|72.649471
Dilkushod A/B|171401|Xo'jaobod tumani Manak MFY Tikka ko'cha 8-uy|90-572-84-64|Andijon viloyati|40.594372|72.668156
Ko'tarma A/B|171405|Xo'jaobod tumani sharxonsoy MFY Barkamol ko'cha 21-uy|97-272-72-51|Andijon viloyati|40.669951|72.523263
Korataiyt A/B|171402|Xo'jaobod tumani Kurama MFY uzumzor ko'cha 21-uy|90-145-77-87|Andijon viloyati|40.66992|72.523426
Buloq boshi-1 A/B|170501|Buloqboshi tumani shoxguzar MFY Talabalar ko'cha 2-uy|90-572-83-83|Andijon viloyati|40.626442|72.504734
Nayman A/B|170503|Buloqboshi tumani Sohibkor MFY Chek ko'cha 18-uy|74-773-44-05|Andijon viloyati|40.600947|72.518054
Buloq boshi A/B|170500|Buloqboshi tumani Chaqar MFY Chaqar ko'cha 1-uy|74-773-14-75|Andijon viloyati|40.638688|72.477043
Saydobod-1 A/B|170505|Buloqboshi tumani Neftchi MFY Komolot ko'cha 35-uy|97-833-08-72|Andijon viloyati|40.645433|72.365121
Shirmonbuloq A/B|170508|Buloqboshi tumani shimonbuloq MFY Salomatlik ko'cha 8-uy|90-544-91-78|Andijon viloyati|40.585691|72.472991
Uchtega A/B|170506|Buloqboshi tumani Tinchlik MFY Rohat ko'cha 1-uy|90-525-01-90|Andijon viloyati|40.620222|72.449454
Gala Osiyo A/B|200400|Buxoro tumani Gala osiyo shaxri Buxoro shox kocha 5 uy||Buxoro viloyati|39.858805|64.445602
Dostlik A/B|200404|Buxoro tumani Yangi turmush MFY Chorraxa qishloqi||Buxoro viloyati|39.864017|64.511527
Bogikalon A/B|200401|Buxoro tumani Bogikalon MFY Bogikalon qishloqi||Buxoro viloyati|39.884909|64.449232
