name|code|address|phone_number|region|lat|lng
Chashma А/В|140533|Quyidargom MFY||Samarqand viloyati|39.677944|66.770987
Charxin А/В|140532|Charxin qorgoni Charxin mahallasi||Samarqand viloyati|39.693716|66.82788
Namozgox А/В|140519|Balxiyon mahallasi||Samarqand viloyati|39.693806|66.842405
Dovkash А/В|140506|Yangisanoat mahallasi||Samarqand viloyati|39.728258|66.810184
Namuna А/В|140520|Orta Charxin mahallasi||Samarqand viloyati|39.711772|66.808486
Jagalboyli А/В|140509|Jagalboyli mahallasi||Samarqand viloyati|39.715175|66.762383
Sinchi А/В|140524|Orikzor mahallasi||Samarqand viloyati|39.738999|66.732349
Talligulon А/В|140525|Istiqbol mahallasi||Samarqand viloyati|39.735262|66.701264
Qahramon А/В|140515|Gumbaz mahallasi||Samarqand viloyati|39.723584|66.690978
Juma-2 А/В|140502|A.Navoiy mahallasi||Samarqand viloyati|39.716419|66.664188
Dovul А/В|140507|Paxtakor mahallasi||Samarqand viloyati|39.729238|66.604835
Gаzalkent А/В|140504|Oltiqahramon mahallasi||Samarqand viloyati|39.757129|66.584125
Dostlik А/В|140508|Temiryol mahallasi||Samarqand viloyati|39.764836|66.604387
Usmonov А/В|140528|Oshiq ota mahallasi||Samarqand viloyati|39.785537|66.64762
Zormon А/В|140512|Qorasuv mahallasi||Samarqand viloyati|39.803686|66.57339
Qorayantoq А/В|140517|Yangiravot mahallasi||Samarqand viloyati|39.839105|66.508239
Zarbdor А/В|140511|Qoshquduq mahallasi||Samarqand viloyati|39.793118|66.515762
Ilm А/В|140513|Ilm mahallasi||Samarqand viloyati|39.695314|66.576064
Sanchiqul А/В|140523|Bobur mahallasi||Samarqand viloyati|39.681061|66.625022
Ziaddin A/B|140600|Ziyovuddin sh Istiqlol kochasi 45-uy||Samarqand viloyati|40.028056|65.662917
Boyqut A/B|140602|Nazar MFY Bobo yurt kochasi||Samarqand viloyati|39.992167|65.743917
Guzal A/B|140603|Zarafshon MFY Orzu kochasi||Samarqand viloyati|39.956722|65.724444
Kalta A/B|140605|Guliston MFY||Samarqand viloyati|39.985466|65.698327
Qarnab A/B|140606|Qarnabota MFY Qahramon kochasi||Samarqand viloyati|39.837833|65.5005
Qorabuloq A/B|140607|Gulshan MFY 21-asr kochasi||Samarqand viloyati|40.111722|65.509444
Quziboqar A/B|140609|Mojor MFY Adolat kochasi||Samarqand viloyati|40.091333|65.577556
Misit A/B|140610|Bodoy MFY Faravon kochasi||Samarqand viloyati|40.028444|65.673056
Sultonobod A/B|140613|Hunarmand MFY Madaniyat kochasi||Samarqand viloyati|40.107222|65.533528
Tumor A/B|140614|Nayman MFY Oriyat kochasi||Samarqand viloyati|39.994917|65.785778
Xayt-Ilbegi A/B|140615|Taraqqiyot MFY Turon kochasi||Samarqand viloyati|40.065167|65.637722
Xoja A/B|140616|Taraqqiyot MFY Turon kochasi||Samarqand viloyati|40.089055|65.603168
Gulobod PAB|140300|Gulobod qurgoni||Samarqand viloyati|39.58114|66.95628
Andijoni A/B|140303|Andijoni M.F.Y||Samarqand viloyati|39.577444|67.008528
Аrabxona A/B|140304|Arabxona M.F.Y||Samarqand viloyati|39.657|66.887806
Dashtakibolo A/B|140311|Oqmachid M.F.Y||Samarqand viloyati|39.622239|66.99475
Zagalik A/B|140312|Zaxlik M.F.Y||Samarqand viloyati|39.723583|66.870583
Kalbog A/B|140317|Chorshanbe M.F.Y||Samarqand viloyati|39.614389|66.939722
Qushtamgali A/B|140319|Joysoy M.F.Y||Samarqand viloyati|39.658425|67.025431
Mironqul A/B|140320|Mexriobod M.F.Y||Samarqand viloyati|39.558036|66.858528
Pulimugob A/B|140323|Radjabamin M.F.Y||Samarqand viloyati|39.638083|67.024556
Ravonak A/B|140324|Ravonak M.F.Y||Samarqand viloyati|39.595719|67.015819
Turkman qishloq A/B|140327|Turkman M.F.Y||Samarqand viloyati|39.668561|66.884269
Ozbekkenti A/B|140328|Ozbekkenti M.F.Y||Samarqand viloyati|39.701217|66.929117
Ulugbek A/B|140329|Ulugbek M.F.Y||Samarqand viloyati|39.61775|66.960639
Yangiariq A/B|140332|Yangiariq M.F.Y||Samarqand viloyati|39.532186|66.893472
Talibarzu A/B|140326|Talibarzu M.F.Y||Samarqand viloyati|39.610208|67.016008
Tayloq PAB|141500|A.Timur kochasi 3 uy||Samarqand viloyati|39.604019|67.089301
Bogizagon A/B|141503|Bogizagon MFY||Samarqand viloyati|39.569934|67.184692
Elipok A/B|141512|Gulba MFY||Samarqand viloyati|39.55073|67.25532
Fayziobod A/B|141511|Urtaqishloq MFY||Samarqand viloyati|39.556751|67.188725
Adas A/B|141501|Shaharopulot MFY||Samarqand viloyati|39.551876|67.142481
Baxshitepa A/B|141502|Nurliyul MFY||Samarqand viloyati|39.645772|67.090898
Sochakibolo A/B|141509|Gulobod MFY||Samarqand viloyati|39.602366|67.090847
Davlatobod A/B|141505|Ravot MFY||Samarqand viloyati|39.568158|67.074116
Urgut A/B|141600|Yuqori Kalangar MFY Navoiy shox kochasi 17-uy||Samarqand viloyati|39.40345|67.244759
Chagizmon A/B|141632|Chаgizmon MFY Temur Malik kochasi||Samarqand viloyati|39.417422|67.257319
Ispanza A/B|141612|Toshariq MFY Registon kochasi||Samarqand viloyati|39.407569|67.273408
Gus A/B|141608|Soy Guzar MFY Kuktepa kochasi||Samarqand viloyati|39.395611|67.305889
Mominobod A/B|141622|Muminobod MFY Muminobod kochasi||Samarqand viloyati|39.405381|67.399511
Beshyogoch A/B|141603|Beshygoch MFY Beshygoch kochasi||Samarqand viloyati|39.457592|67.391556
Vatkan A/B|141605|Vatkan MFY Vatkan kochasi||Samarqand viloyati|39.471978|67.420728
Jartepa A/B|141609|Jartepa MFY Uzbekiston kochasi||Samarqand viloyati|39.531142|67.339922
Mugol A/B|141621|Mugol MFY I . Karimov kochasi||Samarqand viloyati|39.531453|67.296761
Pochvon A/B|141625|Pochvon MFY I . Karimov kochasi||Samarqand viloyati|39.468928|67.278158
Qayroqli A/B|141613|Qayroqli MFY Gayrat kochasi||Samarqand viloyati|39.476647|67.240264
Uramas A/B|141630|Uramas MFY Ravshaniy kochasi||Samarqand viloyati|39.470381|67.205531
Jurubtepa A/B|141610|Jurubtepa MFY S.Raximov kochasi||Samarqand viloyati|39.470733|67.152819
Sariqtepa A/B|141627|Sariqtepa MFY Qoratepa kochasi||Samarqand viloyati|39.430664|67.160658
Ilonli A/B|141611|Ilonli MFY A.Temur kochasi||Samarqand viloyati|39.467528|67.040322
Taroqli A/B|141629|Taroqli MFY Mexnatkash kochasi||Samarqand viloyati|39.497058|67.078061
Qoratepa A/B|141615|Qoratepa MFY Ipak Yuli kochasi||Samarqand viloyati|39.402856|67.011992
Tepa A/B|141321|Payriz tumani, Kultusin MFY, Markaz ko'chasi||Samarqand viloyati|40.219946|66.888824
Jizzax shaxar 3 A/B|130103|Jizzax sh Ulug‘bek maxalla Toshkent ko‘cha 9-uy|(72)-222-22-96|Jizzax viloyati|40.103447|67.845985
Jizzax shahar 7 A/B|130107|Jizzax sh A.Temur maxallasi||Jizzax viloyati|40.097827|67.778306
Jizzax shahar 8 A/B|130108|Jizzax sh Bobur maxallasi Bunyodkor ko‘chasi 51-uy||Jizzax viloyati|40.109732|67.847827
Jizzax shahar 12 A/B|130112|Jizzax sh Ittifoq maxallasi|(72)-223-45-24|Jizzax viloyati|40.114158|67.85839
Jizzax shahar 14 A/B|130114|Jizzax sh Zilol maxalla guzari||Jizzax viloyati|40.165067|67.839092
Jizzax shahar 16 A/B|130116|Jizzax sh A.Navoiy maxallasi N.Qo‘shoqov ko‘chasi 42-uy|(72)-222-40-58|Jizzax viloyati|40.105881|67.828207
Jizzax shahar 19 A/B|130119|Jizzax sh Tinchlik maxallasi A.Karimov ko‘chasi 11-uy||Jizzax viloyati|40.097588|67.8359
Uchtepa tumani A/B|131100|Sh.Rashidov tumani Uchtepa daxasi Yangi obod maxallasi Mustaqillik ko‘chasi 2-uy||Jizzax viloyati|40.211797|67.907403
Ravot A/B|131111|Sh.Rashidov tumani Umar MFY||Jizzax viloyati|40.014179|68.016571
Jizzaxlik A/B|131103|Sh.Rashidov tumani Jizzaxlik maxalla X.Olimjon ko‘chasi 64 uy||Jizzax viloyati|40.144618|67.805963
Toqchilik A/B|131113|Sh.Rashidov tumani Toqchilik maxalla||Jizzax viloyati|40.138686|67.85279
Qorayontoq A/B|131106|Sh.Rashidov tumani Bobur maxalla Tinchlik ko‘chasi||Jizzax viloyati|40.059141|67.886951
Xamzaobod A/B|131116|Sh.Rashidov tumani Olmachi maxallasi Ko‘chatzor ko‘chasi 74-uy||Jizzax viloyati|40.095626|67.910074
Mulkanlik A/B|131108|Sh.Rashidov tumani Qo‘shko‘pir maxalla Sardoba ko‘chasi 1a-uy||Jizzax viloyati|40.167899|67.821979
Kuyovbosh A/B|131107|Sh.Rashidov tumani Gandumtosh maxalla||Jizzax viloyati|40.149966|67.753856
Qangli A/B|131104|Sh.Rashidov tumani Qangli MFY Qangli ko‘cha||Jizzax viloyati|40.124487|67.884391
Samarqandquduq A/B|131112|Sh.Rashidov tumani Samarqandquduq MFY A.Yassaviy ko‘cha||Jizzax viloyati|40.259071|67.867141
Zarbdor A/B|130600|Zarbdor tumani Oybek MFY Murabbiy ko‘cha|(72)-492-27-32|Jizzax viloyati|40.094431|68.171999
Baxt A/B|130603|Zarbdor tumani sharqyulduzi MFY Zulfiya ko‘cha||Jizzax viloyati|40.170147|68.161659
Bo‘ston A/B|130604|Zarbdor tumani Bo‘ston MFY||Jizzax viloyati|40.10161|68.04288
Gallaorol PAB|130400|Mustaqillik Kochasi 38 uy|72-432-15-09|Jizzax viloyati|40.028832|67.589523
Lalmikor A/B|130404|Lalmikor MFY Lalmikor kochasi 21 uy||Jizzax viloyati|39.939674|67.453712
Buloqbosh A/B|130407|Buloqboshi QFY Uzunbuloq qishloqi||Jizzax viloyati|39.91945|67.6545
Guliston A/B|130409|Guliston QFY abdukarim qishloqi||Jizzax viloyati|39.90068|67.618252
Juma A/B|130412|Jiydali QFY Juma qishloqi||Jizzax viloyati|40.080454|67.195375
Qipchoqsuv A/B|130414|Qipchoqsuv QFY Qipchoqsuv qishloqi||Jizzax viloyati|39.969131|67.242982
Qoytosh A/B|130415|Qoytosh sh FY Maktab kochasi||Jizzax viloyati|40.214238|67.337941
Marjonbuloq A/B|130418|Marjonbuloq sh FY Marjonbuloq 1||Jizzax viloyati|39.93278|67.422209
Olmasuvon A/B|130421|Madaniyat QFY Toshkent kochasi||Jizzax viloyati|40.011389|67.602367
Zomin A/B|130800|Zomin sh Sh.Rashidov MFY Mustaqillik kochasi 74 uy|72 392 17 92|Jizzax viloyati|39.963929|68.398965
Gulshan A/B|130801|Zomin tumani Nurlikеnt MFY Nurlikеnt qishloqi|99 025 36 30|Jizzax viloyati|40.06205|68.189509
Achchi A/B|130802|Zomin tumani Beshkubi QFY Bshkubi qishloqi|99 605 77 45|Jizzax viloyati|39.958268|68.241959
Dashtobod A/B|130805|Zomin tumani Dashtobod shahri Beruniy MFY|97 435 55 74|Jizzax viloyati|40.137582|68.483521
Yom A/B|130806|Zomin tumani Istiqlol QFY Yom shchasi|97 006 12 79|Jizzax viloyati|40.031496|68.520219
Yettikchuv A/B|130807|Zomin tumani Duoba QFY Quoba qishloqi|99 557 15 68|Jizzax viloyati|39.786028|68.392028
Pshogor A/B|130810|Zomin tumani Pshogor qishloqi|94 577 05 40|Jizzax viloyati|39.973038|68.128095
Turkman A/B|130811|Zomin tumani Turkman MFY Turkman qishloqi|99 071 05 74|Jizzax viloyati|39.955931|68.501781
Uzunqishloq A/B|130812|Zomin tumani shirin QFY Quduqcha qishloqi|94 377 19 83|Jizzax viloyati|39.962381|68.316447
Balandchaqir A/B|131300|Yangiobod tumani Balandchaqir shFY|91 941 89 80|Jizzax viloyati|39.913636|68.781653
Qoshqand A/B|131302|Yangiobod tumani Xavotog QFY Qoshqand qishloqi|99 345 91 68|Jizzax viloyati|40.097458|68.925619
Savot A/B|131303|Yangiobod tumani Savot shchasi|97 484 75 24|Jizzax viloyati|39.978037|68.661079
Sarmich A/B|131305|Yangiobod tumani Sarmich MFY|97 329 05 76|Jizzax viloyati|39.680582|67.435749
Usmat A/B|131000|Baxmal tumani, Dustkik MFY, Archazor kocha 9 uy|72412-13-72|Jizzax viloyati|39.740975|67.6531
Bogdor A/B|131004|Baxmal tumani,Novqa MFY, Novqa qishloqi||Jizzax viloyati|39.755502|67.719462
Gulbuloq A/B|131005|Baxmal tumani, Gulbuloq QFY, Gulbuloq qishloqi||Jizzax viloyati|39.680582|67.435749
Mugol A/B|131013|Baxmal tuman, Mugol QFY, Mugol qishloqi||Jizzax viloyati|39.729277|67.943909
Navruz A/B|131014|Baxmal tuman, Fidokorlar MFY, Alamli qishloqi||Jizzax viloyati|39.759748|67.514751
Nushkent A/B|131015|Baxmal tuman, Molguzar MFY, Sutkibuloq qishloqi||Jizzax viloyati|39.779596|67.874012
Tongotar A/B|131019|Baxmal tuman, Tongotar QFY, Tongotar qishloqi||Jizzax viloyati|39.751671|67.455365
Urmonchi A/B|131020|Baxmal tumani, O'rmonchi MFY, Ilonchi qishloqi||Jizzax viloyati|39.719237|68.070025
Yangiobod A/B|131023|Baxmal tuman, Mustaqillik MFY, Qatortol qishloqi||Jizzax viloyati|39.694639|67.558915
Yangiqishloq PAB|131200|Bogdon shaxarchasi Dostlik kochasi, 1-uy|(72) 4521731|Jizzax viloyati|40.415382|67.185496
Ilonchi A/B|131208|Oqtepa qishloqi||Jizzax viloyati|40.366345|67.257961
Osmonsoy A/B|131214|Osmonsoy qishloqi||Jizzax viloyati|40.334612|67.243359
Nurak A/B|131212|Qoratosh qishloqi||Jizzax viloyati|40.259837|67.634108
Bogdon A/B|131204|Egizbuloq qishloqi||Jizzax viloyati|40.324124|67.474598
Band A/B|131202|Xonbandi shaxarchasi||Jizzax viloyati|40.496293|67.262489
Uchma A/B|131218|Uchma qishloqi||Jizzax viloyati|40.477162|67.063391
Qoraabdol A/B|131209|Qorabogonali qishloqi||Jizzax viloyati|40.289838|67.039335
Garasha A/B|131205|Garasha qishloqi||Jizzax viloyati|40.336694|66.918454
Narvon A/B|131211|Narvon qishloqi||Jizzax viloyati|40.243412|67.186725
Paxtakor TPAB|130900|Mustaqillik kocha 1 uy|(72)353-12-83|Jizzax viloyati|40.314716|67.959803
Gulzor A/B|130904|Buyuk ipak yoli QFY Ergash Xolmatov kocha 21 uy|93-650-54-97|Jizzax viloyati|40.323515|68.083386
Chamanzor A/B|130908|Chamanzor QFY N.Safarov kocha 11 uy|94-345-19-91|Jizzax viloyati|40.238659|67.95775
Mevazor A/B|130906|Birlik QFY Jomiy kocha 5 uy|94-194-71-15|Jizzax viloyati|40.400155|67.906595
Zafarobod A/B|130700|Boston QFY Mustaqillik kocha 1 uy|72-472-22-48|Jizzax viloyati|40.388388|67.818198
Lolazor A/B|130703|Lolazor QFY Qurgontepa kocha 6 uy|99-342-45-24|Jizzax viloyati|40.419228|67.674627
Oxunboboyev A/B|130704|Yorqin QFY Bogbon kocha 1uy|99-447-01-31|Jizzax viloyati|40.329828|67.876283
Temiryazov A/B|130705|Pstalikent SHFY|91-592-00-35|Jizzax viloyati|40.286833|67.762529
Dostlik A/B|130500|Chinobod MFY Dostlik kocha 4uy|99-058-28-65|Jizzax viloyati|40.524721|68.036683
Qaxramon A/B|130503|Qaxramon QFY Novbaxor kocha 1 uy|93-822-89-89|Jizzax viloyati|40.536037|68.10972
Manas A/B|130504|Manas MFY Anjirbog kocha 28uy|94-194-09-78|Jizzax viloyati|40.437994|68.166273
Saritepa A/B|130506|Saritpa QFY A Qodiriy kocha 1 uy|94-344-43-79|Jizzax viloyati|40.577559|67.983457
Gagarin A/B|130300|Mustaqillik MFY Binokor kocha 14uy|99-501-79-00|Jizzax viloyati|40.665767|68.174301
Ozbekiston A/B|130307|Ozbekiston QFY Maroqand kocha 17uy|94-579-67-04|Jizzax viloyati|40.706323|67.940342
Paxtazor A/B|130305|Paxtazor shFY Bunyodkor kocha 15uy|94-349-17-66|Jizzax viloyati|40.726952|68.096792
Goliblar A/B|130200|Bobur MFY А.Navoiy 11 uy|94-670-42-90|Jizzax viloyati|40.492155|67.879201
Cholquvar A/B|130205|Cholquvar QFY Xalqaobod kocha 6uy|99-074-37-26|Jizzax viloyati|40.700942|67.869562
Yakkabog PAB|181400|A.Temur kuchasi 79 uy|(75) 582-54-46|Qashqadaryo viloyati|38.58287|66.42114
Beshkent PAB|180200|Qarshi tuman, Amir Timur kuchasi 19 uy|(75)572-14-74|Qashqadaryo viloyati|38.822389|65.655167
Guzar PAB|180300|Guzar tuman, O'zbekiston ko'cha 68- uy||Qashqadaryo viloyati|38.621868|66.252329
Korashina PAB|180400|Dexkonobod tuman, M.Ulugbek kuchasi 4-uy|75-612-11-12|Qashqadaryo viloyati|38.337|66.561389
Qamashi PAB|180500|Qamashi tuman, Kamashi kuchasi 98-uy|75-532-45-41|Qashqadaryo viloyati|38.815812|66.475937
Mug'lon PAB|180600|Kasbi tuman, Mustaqillik ko'chasi 1 uy|75 642-17-77|Qashqadaryo viloyati|38.925716|65.41466
Kitob PAB|180700|Kitob tuman, Kitob sh|54-25-306|Qashqadaryo viloyati|39.119556|66.875639
Muborak PAB|180900|Muborak tuman, Zanjirsaroy ko'cha 15 uy|(67) 21-6-32|Qashqadaryo viloyati|39.260346|65.160624
Yangi PABMirishkor PAB|181000|Mirishkor tuman, Yangi Mirishkor shaharchasi, O'zbekiston ko'chasi 3-uy|(75) 652-11-86|Qashqadaryo viloyati|38.847255|65.270904
Nishon PAB|181100|Nishon tuman, Yangi Nishon O'zbekiston kucha index17uy|75,512-22-59|Qashqadaryo viloyati|38.644429|65.696814
Chiroqchi PAB|181200|Chiroqchi tuman, Mustaqillik kuchasi 2-uy|(75)-56-21-9-11|Qashqadaryo viloyati|39.033|66.577167
Ajrim A/B|181403|Uygur MFY Ajrim qishlogi|(91) 320-50-91|Qashqadaryo viloyati|38.854848|66.709028
Qayragoch A/B|181408|Qayragoch MFY Qayragoch qishlogi|(97) 682-03-71|Qashqadaryo viloyati|38.868361|66.761806
Kenguzor A/B|181409|Kenguzar MFY Keguzar qishlogi|(97) 588-08-72|Qashqadaryo viloyati|38.935556|66.913611
Qozoq A/B|181410|Nurliyul MFY Qozoq qishlogi|(90) 639-70-38|Qashqadaryo viloyati|38.927056|66.500111
Madaniyat A/B|181412|Yashnaobod MFY Madaniyat qishlogi|(91) 224-25-61|Qashqadaryo viloyati|38.940028|66.663528
Mevazor A/B|181413|Mevazor MFY Mevazor qishlogi|(91) 957-24-73|Qashqadaryo viloyati|38.940028|66.663528
Samok A/B|181416|Samoq MFY Samoq qishlogi|(91) 466-70-42|Qashqadaryo viloyati|38.916528|67.0395
St.Yakkabog A/B|181401|Oxunboboyev MFY Oxunboboyev kuchasi|(91) 951-71-86|Qashqadaryo viloyati|38.916528|67.0395
Orta A/B|181420|Orta MFY Orta qishlogi|(99) 048-81-66|Qashqadaryo viloyati|38.982583|66.677111
Uchtepa A/B|181421|Qatogon MFY Qatogon qishlogi|(97) 388-50-84|Qashqadaryo viloyati|38.933889|66.740917
Xiyobon A/B|181422|Xiyobon MFY Xiyobon qishlogi|(97) 382-13-05|Qashqadaryo viloyati|38.937528|66.845667
Xojja-Ilgor A/B|181423|Jujailgor MFY Yoshlik kuchasi|(90) 517-31-48|Qashqadaryo viloyati|38.986528|66.692194
Chaydari A/B|181424|Chaydari MFY Chaydari qishlogi|(99) 672-98-36|Qashqadaryo viloyati|38.985278|66.625194
Chinobod A/B|181425|Chinobod MFY Chinobod qishlogi|(99) 549-64-75|Qashqadaryo viloyati|38.950667|66.786639
Edilbek A/B|181426|Edilbek MFY GFE shchasi|(97) 318-59-11|Qashqadaryo viloyati|38.92125|66.846889
Esat A/B|181427|Esat MFY Esat qishlogi|(91) 958-47-12|Qashqadaryo viloyati|38.949222|66.595583
Koson PAB|180800|Mustaqillik kuchasi 102 uy|(75) 592-17-41|Qashqadaryo viloyati|39.045278|65.585333
Koson-1 A/B|180801|Saripul mahallasi. Nasaf kochasi|(99) 668-09-53|Qashqadaryo viloyati|39.045306|65.585444
Koson-2 A/B|180802|Koson Paxtazor maxalla 1/4 uy|(91) 262-26-70|Qashqadaryo viloyati|39.063896|65.559768
Oqtepa A/B|180804|Gulbog qishlogi|(99) 549-79-64|Qashqadaryo viloyati|39.09368|65.609306
Alachabob A/B|180805|Alachabob maxalla|(94) 337-54-84|Qashqadaryo viloyati|39.178778|65.924704
Guvalak A/B|180807|Guvalak maxalla|(91) 210-33-58|Qashqadaryo viloyati|39.041845|65.745765
Guliston A/B|180808|Obod maxalla|(97) 314-49-48|Qashqadaryo viloyati|39.177902|65.654566
Jarqum A/B|180810|Jarqum qishlogi Tinchlik MFY|(94) 299-13-69|Qashqadaryo viloyati|39.347593|65.710247
Maydayobu A/B|180811|Maydayobu MFY|(99) 663-60-54|Qashqadaryo viloyati|39.39566|65.743007
Mudin A/B|180812|Olga qish Xamza kochasi 5 uy|(97) 585-48-45|Qashqadaryo viloyati|39.987631|65.691856
Obron A/B|180814|Obron MFY|(97) 585-90-69|Qashqadaryo viloyati|39.011565|65.627431
Pistali A/B|180815|Pistali qishlogi|(90) 425-82-10|Qashqadaryo viloyati|39.059347|65.830822
Pulati A/B|180816|Pulati qishlogi||Qashqadaryo viloyati|39.059347|65.830822
Tolga A/B|180818|Tolga qishlogi, Bolmas maxalla|(91) 219-19-05|Qashqadaryo viloyati|39.058122|65.569098
sherbek A/B|180819|Shaharerbek MFY|(91) 219-19-05|Qashqadaryo viloyati|39.968532|65.733877
Esaboy A/B|180820|Esaboy MFY|(97) 382-83-18|Qashqadaryo viloyati|39.021025|65.506233
Sahrisabz shahar PAB|181300|Ipak Yoli 38 uy|(75)-521-21-03|Qashqadaryo viloyati|39.084872|66.840467
Shahrisabz-2 A/B|181302|Furqat 1 uy|(75) 522-06-10|Qashqadaryo viloyati|39.0592356|66.8354304
Shahrisabz-3 A/B|181305|Eroziy 18 uy|(75) 522-02-48|Qashqadaryo viloyati|39.045172|66.822166
Kunchiqar A/B|181306|Ipak Yoli kochasi|(75) 522-62-69|Qashqadaryo viloyati|39.078121|66.839121
Muminobod A/B|181315|Muminobod qishlogi|-|Qashqadaryo viloyati|39.055969|66.922097
Chorshanbe A/B|181325|Chorshanbe qorgoni|(75) 523-11-88|Qashqadaryo viloyati|39.0408116|66.9656128
Nukus Bestobe A/B|230119|Nukus sh Bestobe kochasi|-|Qoraqalpog'iston Respulicasi|42.344014|59.749854
Qaratash A/B|230120|Nukus sh, Qoratau aholi punkti, Abay kochasi|-|Qoraqalpog'iston Respulicasi|42.088163|60.279408
Qizilqum Qizketken A/B|230121|Nukus shahri, Qizketken shoh kochasi, r/uy|61-225-17-11|Qoraqalpog'iston Respulicasi|42.393599|59.637598
Nukus-1 Abdambetov A/B|230101|Nukus sh, Abdambetov kochasi 37 uy|61-229-16-29|Qoraqalpog'iston Respulicasi|42.461907|59.587432
Nukus-2 Turtkulskiy A/B|230102|Nukus sh, Turtkulskiy. Avtomagistral kochasi uy 38 kv.|61-223-96-67|Qoraqalpog'iston Respulicasi|42.4597|59.61249
Nukus-3 A/B|230103|Nukus sh, A.Dosnazarov kochasi uy 87 kv 1|61-222-23-11|Qoraqalpog'iston Respulicasi|42.460174|59.621066
Nukus-13 A/B|230113|Nukus sh 23 mikrorayon, uy 3/12 kv.|61-223-13-15|Qoraqalpog'iston Respulicasi|42.447106|59.64255
Nukus-15 A/B|230115|Nukus sh, 22 m/r, uy 96 kv.|61-226-35-24|Qoraqalpog'iston Respulicasi|42.43613|59.633046
Pristаn A/B|230122|Nukus sh, Qoraqalpoq kochasi r/uy|61-229-62-13|Qoraqalpog'iston Respulicasi|42.457785|59.564995
Uzinkol A/B|230908|Nukus sh Saxobatli insan kochasi r/uy|61-224-63-44|Qoraqalpog'iston Respulicasi|42.504452|59.601002
Mangit PАB A/B|230700|Amudara tumani Qipchoq kochasi 12-uy|61-515-30-61|Qoraqalpog'iston Respulicasi|42.117652|60.056992
Mangit-1 A/B|230701|Amudara tumani Berdax kochasi raqamsiz uy|-|Qoraqalpog'iston Respulicasi|42.1071|60.064675
Doʼrman A/B|230704|Durman OFI|-|Qoraqalpog'iston Respulicasi|41.90962|60.115701
Zarbdor A/B|230707|Bobur OFI|-|Qoraqalpog'iston Respulicasi|42.051368|60.200024
Qilichbаy A/B|230712|Qilichbay OFI|-|Qoraqalpog'iston Respulicasi|41.977479|60.038585
Qtay A/B|230710|Qtay OFI|-|Qoraqalpog'iston Respulicasi|41.989636|60.19637
Kuyik-kopir A/B|230711|Kuyik-kupir OFI|-|Qoraqalpog'iston Respulicasi|42.011182|60.204716
Mangʼit s/z A/B|230702|Urta kala OFI|-|Qoraqalpog'iston Respulicasi|42.076295|60.078669
Nazarxan A/B|230713|Nazarxan OFI|-|Qoraqalpog'iston Respulicasi|42.335215|59.942335
Toʼlqin A/B|230714|Tolkin OFI|-|Qoraqalpog'iston Respulicasi|42.169916|60.11935
Chaykol A/B|230718|Kipchak OFI|-|Qoraqalpog'iston Respulicasi|42.113397|60.09485
Beruniy PАB|230200|Beruniy tumani Х.Dustligi kochasi 7 uy|61-524-25-35|Qoraqalpog'iston Respulicasi|41.691305|60.756791
Beruniy-3 A/B|230203|abai kochasi b/n|-|Qoraqalpog'iston Respulicasi|42.076295|60.078669
Biybazar A/B|230207|Beruniy OFI|-|Qoraqalpog'iston Respulicasi|42.335215|59.942335
Oltinsoy A/B|230206|Oltinsoy OFI|-|Qoraqalpog'iston Respulicasi|42.169916|60.11935
shimom A/B|230221|shimom OFI|-|Qoraqalpog'iston Respulicasi|42.113397|60.09485
Sarkoʼp A/B|230215|Sarkop OFI|-|Qoraqalpog'iston Respulicasi|41.691305|60.756791
Ulugbek A/B|230218|Dustlik OFI|-|Qoraqalpog'iston Respulicasi|41.896565|60.662314
Tinchlik A/B|230217|Tinchlik OFI|-|Qoraqalpog'iston Respulicasi|41.75531|60.730757
Saratau A/B|230214|Оzod OFI|-|Qoraqalpog'iston Respulicasi|41.774049|60.711287
shabaz A/B|230220|shabaz OFI|-|Qoraqalpog'iston Respulicasi|41.66799|60.777602
Navoiy A/B|230212|Navoiy OFI|-|Qoraqalpog'iston Respulicasi|41.686312|60.741255
Qoraozak TPAB|230400|Qoraozak tumani Oxunbabaev kochasi b/n|-|Qoraqalpog'iston Respulicasi|43.028261|60.020531
Qorateren A/B|231105|Qorateren OFI|-|Qoraqalpog'iston Respulicasi|43.150869|60.361827
Qaraozak s/z|230401|Qoraozek OFI|-|Qoraqalpog'iston Respulicasi|43.196533|60.057199
Qorugak A/B|230404|Dosnazarov OFI|-|Qoraqalpog'iston Respulicasi|42.862727|59.949751
Qarshigali A/B|230406|Berdax OFI||Qoraqalpog'iston Respulicasi|43.000788|60.005269
Madeniyat A/B|230408|Madaniet OFI|-|Qoraqalpog'iston Respulicasi|43.032258|60.066651
Mulik A/B|231107|Mulik OFI|-|Qoraqalpog'iston Respulicasi|42.989827|60.438091
Sarialtin A/B|231108|Taxtakopir OFI|-|Qoraqalpog'iston Respulicasi|43.018174|60.332644
Taxtakopir A/B|231100|Berdax kochasi 35 uy|-|Qoraqalpog'iston Respulicasi|43.018939|60.286569
Ozbekiston A/B|231109|Ozbekiston OFI|-|Qoraqalpog'iston Respulicasi|43.060188|60.224076
Qongirot PAB|230600|Qongrot tumani, Garezsizlik kochasi 14 uy|61-312-20-62|Qoraqalpog'iston Respulicasi|43.045809|58.84752
Ravshan A/B|230616|RavshanOFI|-|Qoraqalpog'iston Respulicasi|43.183357|58.588449
